id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,日本語,英語,初級1,動詞,【 私は毎日は-しない  】,I don''t  go to school every day.,,,,私は普段 - ない | 朝食を食べます
,日本語,英語,初級1,動詞,【 私は毎日は-しない  】,I don''t get up early in the morning every day.,,,,私は普段 - ない | 映画を見る | 家で
,日本語,英語,初級1,動詞,【 あなたは毎日は-しない？ 】,Don''t you read a book every day?,,,,1
,日本語,英語,初級1,動詞,【 あなたは毎日は-しない？ 】,Don''t you listen to the music every day?,,,,1
,日本語,英語,初級1,動詞,【 あなたは毎日は-しない？ 】,Don''t you go to school every day?,,,,1
,日本語,英語,初級1,動詞,【 あなたは毎日は-しない？ 】,Don''t you get up early in the morning every day?,,,,1
,日本語,英語,初級1,動詞,【 あなたはどうして毎日は-しない？ 】,Why don''t you read a book every day?,,,,1
,日本語,英語,初級1,動詞,【 あなたはどうして毎日は-しない？ 】,Why don''t you listen to the music every day?,,,,1
,日本語,英語,初級1,動詞,【 あなたはどうして毎日は-しない？ 】,Why don''t you go to school every day?,,,,1
,日本語,英語,初級1,動詞,【 あなたはどうして毎日は-しない？ 】,Why don''t you get up early in the morning every day?,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 私は普段-します 】,I usually go to bed at 10.,私は普段10時に寝ます,I usually | go to bed | at 10,,1
,日本語,英語,初級1,動詞,【 私は普段-します 】,I usually get up early in the morning.,私は普段朝早く起きます,I usually | get up early | in the morning,,1
,日本語,英語,初級1,動詞,【 あなたは普段-しますか？ 】,Do you usually eat breakfast?,あなたは普段朝食を食べますか？,,,1
,日本語,英語,初級1,動詞,【 あなたは普段-しますか？ 】,Do you usually get up early in the morning?,あなたは普段朝早く起きますか？,,,1
,日本語,英語,初級1,動詞,【 私は普段-しません 】,I don''t usually eat breakfast.,私は普段朝食を食べません,I don''t  usually | eat breakfast,,1
,日本語,英語,初級1,動詞,【 私は普段-しません 】,I don''t usually watch a movie at home.,私は普段家で映画を見ません,I don''t  usually | watch a movie | at home,,1
,日本語,英語,初級1,動詞,【 あなたは普段-しないですか？ 】,Don''t you usually draw a picture?,あなたは普段絵を描かないですか？,,,1
,日本語,英語,初級1,動詞,【 あなたは普段-しないですか？ 】,Don''t you usually watch the news?,あなたは普段ニュースを見ないですか？,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 私はよく-します 】,I often go to gym on weekends.,私はよく週末ジムに行きます,,,1
,日本語,英語,初級1,動詞,【 私はよく-します 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたはよく-しますか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたはよく-しますか？ 】,,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 私はあまり-しません 】,I don''t often listen to the music at home.,私はあまり家で音楽を聴きません,,,1
,日本語,英語,初級1,動詞,【 私はあまり-しません 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたはあまり-しませんか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたはあまり-しませんか？ 】,,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【私はたまに-します 】,I sometimes drink beer at a bar.,私はたまにバーでビールを飲みます,,,1
,日本語,英語,初級1,動詞,【私はたまに-します 】,,,,,1
,日本語,英語,初級1,動詞,【私はほとんど-しません 】,I rarely watch TV.,私はほとんどテレビを見ません,,,1
,日本語,英語,初級1,動詞,【私はほとんど-しません 】,,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 私は昨日-しました 】,I read（過去形）a book at home yesterday.,私は昨日家で本を読みました,,,1
,日本語,英語,初級1,動詞,【 私は昨日-しました 】,I got up at 6 in the morning yesterday.,私は昨日朝6時に起きました,,,1
,日本語,英語,初級1,動詞,【 私は昨日-しました 】,I went to school by bus yesterday.,私は昨日バスで学校に行きました,,,1
,日本語,英語,初級1,動詞,【 あなたは昨日-しましたか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは昨日-しましたか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは昨日-しましたか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 私は昨日-しませんでした】,I didn''t go to gym yesterday.,私は昨日ジムに行きませんでした,,,1
,日本語,英語,初級1,動詞,【 私は昨日-しませんでした】,I didn''t listen to the music yesterday.,私は昨日音楽を聴きませんでした,,,1
,日本語,英語,初級1,動詞,【 私は昨日-しませんでした】,I didn''t study at home yesterday.,私は昨日家で勉強をしませんでした,,,1
,日本語,英語,初級1,動詞,【 あなたは昨日-しませんでしたか？】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは昨日-しませんでしたか？】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは昨日-しませんでしたか？】,,,,,1
,,,,,,,,,,1
,日本語,英語,初級1,動詞,【 私は今日-しました  】,I drew a picture at home today.,私は今日家で絵を描きました,,,1
,日本語,英語,初級1,動詞,【 私は今日-しました  】,I took a walk by the station today.,私は今日駅の近くを散歩しました,,,1
,日本語,英語,初級1,動詞,【 私は今日-しました  】,I watched a movie at the movie theater today.,私は今日映画館で映画を見ました,,,1
,日本語,英語,初級1,動詞,【 あなたは今日-しましたか？ 】,Did you draw a picture at home today?,,,,1
,日本語,英語,初級1,動詞,【 あなたは今日-しましたか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは今日-しましたか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 私は今日-しませんでした 】,I didn''t go to school today.,私は今日学校に行きませんでした,,,1
,日本語,英語,初級1,動詞,【 私は今日-しませんでした 】,I didn''t eat breakfast today.,私は今日朝食を食べませんでした,,,1
,日本語,英語,初級1,動詞,【 私は今日-しませんでした 】,I didn''t study at school today.,私は今日学校で勉強しませんでした,,,1
,日本語,英語,初級1,動詞,【 あなたは今日-しませんでしたか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは今日-しませんでしたか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは今日-しませんでしたか？ 】,,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 私はたいてい- します 】,I eat lunch alone most of the time.,私はたいてい一人で昼食を食べます,,,1
,日本語,英語,初級1,動詞,【 私はたいてい- します 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたはたいてい-しますか？ 】,Do you eat lunch alone most of the time?,あなたはたいてい一人で昼食を食べるんですか？,,,1
,日本語,英語,初級1,動詞,【 あなたはたいてい-しますか？ 】,,,,,1
,日本語,英語,初級1,動詞,【 私はたいてい-しません 】,I don''t cook by myself most of the time.,私はたいてい自分で料理をしません,,,1
,日本語,英語,初級1,動詞,【 私はたいてい-しません 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたはたいてい-しないですか？ 】,Don''t you cook by yourself most of the time?,あなたはたいてい自分で料理をしないんですか？,,,1
,日本語,英語,初級1,動詞,【 あなたはたいてい-しないですか？ 】,,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 1日中-します  】,I read books all day on my days off.,私は休みの日、1日中本を読みます,,,1
,日本語,英語,初級1,動詞,【 1日中-します  】,,,,,1
,日本語,英語,初級1,動詞,【 1日中- しますか？】,Do you sleep all day on your days off?,あなたは休みの日、1日中寝ますか？,,,1
,日本語,英語,初級1,動詞,【 1日中- しますか？】,,,,,1
,日本語,英語,初級1,動詞,【 1日中- しました 】,I watched movies at home all day yesterday.,私は昨日、家で1日中映画を見ました,,,1
,日本語,英語,初級1,動詞,【 1日中- しました 】,,,,,1
,日本語,英語,初級1,動詞,【 1日中- しましたか? 】,Did you watch movies all day yesterday?,あなたは昨日、1日中映画を見ましたか？,,,1
,日本語,英語,初級1,動詞,【 1日中- しましたか? 】,,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 私は最近よく-します  】,I often go to the restaurant recently.,私は最近よくそのレストランに行きます,,,1
,日本語,英語,初級1,動詞,【 私は最近よく-します  】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは最近よく-しますか?  】,Do you often go to the restaurant recently?,あなたは最近よくそのレストランに行きますか？,,,1
,日本語,英語,初級1,動詞,【 あなたは最近よく-しますか?  】,,,,,1
,日本語,英語,初級1,動詞,【 私は最近あまり-しません  】,I don''t often drive a car recently.,私は最近あまり車を運転しません,,,1
,日本語,英語,初級1,動詞,【 私は最近あまり-しません  】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは最近あまり-しないですか?  】,Don''t you often drive a car recently?,あなたは最近あまり車を運転しませんか？,,,1
,日本語,英語,初級1,動詞,【 あなたは最近あまり-しないですか?  】,,,,,1
,日本語,英語,初級1,動詞,,,,,,1
,日本語,英語,初級1,動詞,【 私は最近たまに- します 】,I sometimes listen to the radio recently.,私は最近たまにラジオを聴きます,,,1
,日本語,英語,初級1,動詞,【 私は最近たまに- します 】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは最近よく-しますか?  】,Do you sometimes listen to the radio recently?,あなたは最近たまにラジオを聴きますか？,,,1
,日本語,英語,初級1,動詞,【 あなたは最近よく-しますか?  】,,,,,1
,日本語,英語,初級1,動詞,【 私は最近ほとんど-しません  】,I rarely smoke recently.,私は最近ほとんどたばこを吸わない,,,1
,日本語,英語,初級1,動詞,【 私は最近ほとんど-しません  】,,,,,1
,日本語,英語,初級1,動詞,【 あなたは最近ほとんど-しないですか?  】,Do you rarely smoke recently?,あなたは最近ほとんどたばこを吸わないですか？,,,1
,日本語,英語,初級1,動詞,【 あなたは最近ほとんど-しないですか?  】,,,,,1
